origen,destino,modo_transporte,hora_salida,fecha_consulta,distancia_km,duracion_sin_trafico_min,duracion_con_trafico_min,diferencia_trafico_min,min_por_km
"Puerta del Sol, Madrid","Leganés, Madrid",DRIVE,22:00,2026-02-27,13.68,24.1,20.8,-3.3,1.52046783625731
"Estación de Chamartín, Madrid",Salamanca,DRIVE,16:00,2026-02-27,214.75,133.4,139.8,6.4,0.650989522700815
"Estación de Chamartín, Madrid","Tres Cantos, Madrid",DRIVE,08:00,2026-02-27,16.68,17.7,17.5,-0.2,1.0491606714628297
"Aranjuez, Madrid","Valdemoro, Madrid",DRIVE,03:00,2026-02-27,22.01,21.4,20.3,-1.1,0.9223080417991821
"Estación de Atocha, Madrid",Córdoba,DRIVE,23:00,2026-02-27,392.87,238.5,245.2,6.7,0.6241250286354264
"Tres Cantos, Madrid","Alcobendas, Madrid",DRIVE,11:00,2026-02-27,17.22,15.6,15.4,-0.2,0.894308943089431
"Tres Cantos, Madrid","Alcobendas, Madrid",DRIVE,01:00,2026-02-27,17.22,15.6,15.5,-0.1,0.9001161440185831
"Puerta del Sol, Madrid","Alcorcón, Madrid",DRIVE,15:00,2026-02-27,15.35,25.0,29.6,4.6,1.928338762214984
"Estación de Chamartín, Madrid","Bilbao, España",DRIVE,23:00,2026-02-27,387.98,233.3,245.5,12.2,0.6327645754935821
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,11:00,2026-02-27,613.8,366.8,356.0,-10.8,0.5799934832192897
"Estación de Chamartín, Madrid","Colmenar Viejo, Madrid",DRIVE,01:00,2026-02-27,26.62,27.8,24.1,-3.7,0.9053343350864013
"Estación de Atocha, Madrid","Fuenlabrada, Madrid",DRIVE,07:00,2026-02-27,22.96,27.1,26.7,-0.4,1.1628919860627176
"Estación de Chamartín, Madrid",Burgos,DRIVE,17:00,2026-02-27,234.65,140.0,145.9,5.9,0.6217771148519071
"Estación de Atocha, Madrid","Aranjuez, Madrid",DRIVE,06:00,2026-02-27,47.89,43.0,40.8,-2.2,0.8519523908958028
"Puerta del Sol, Madrid","Torrejón de Ardoz, Madrid",DRIVE,08:00,2026-02-27,30.81,36.5,35.5,-1.0,1.1522233041220384
"Getafe, Madrid","Parla, Madrid",DRIVE,16:00,2026-02-27,10.84,15.5,17.4,1.9,1.6051660516605164
"Estación de Atocha, Madrid","Zaragoza, España",DRIVE,06:00,2026-02-27,314.08,193.5,191.8,-1.7,0.6106724401426389
"Estación de Atocha, Madrid",Toledo,DRIVE,20:00,2026-02-27,73.34,57.2,54.5,-2.7,0.7431142623397873
"Estación de Atocha, Madrid",Toledo,DRIVE,10:00,2026-02-27,73.34,57.2,56.5,-0.7,0.7703845104990455
"Estación de Atocha, Madrid","Parla, Madrid",DRIVE,10:00,2026-02-27,24.36,29.1,28.0,-1.1,1.1494252873563218
"Estación de Chamartín, Madrid","Bilbao, España",DRIVE,01:00,2026-02-27,387.98,233.3,246.8,13.5,0.6361152636733852
"Estación de Chamartín, Madrid","Alcobendas, Madrid",DRIVE,06:00,2026-02-27,9.54,11.8,11.6,-0.2,1.2159329140461217
"Estación de Atocha, Madrid","Móstoles, Madrid",DRIVE,09:00,2026-02-27,25.18,30.6,29.0,-1.6,1.1517077045274027
"Nuevos Ministerios, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",DRIVE,02:00,2026-02-27,12.54,16.0,13.2,-2.8,1.0526315789473684
"Estación de Chamartín, Madrid","Bilbao, España",DRIVE,16:00,2026-02-27,387.98,233.3,233.9,0.6,0.6028661271199546
"Retiro, Madrid","Getafe, Madrid",DRIVE,03:00,2026-02-27,14.99,25.4,18.6,-6.8,1.2408272181454303
"Moncloa, Madrid","Las Rozas de Madrid, Madrid",DRIVE,17:00,2026-02-27,17.9,15.8,18.7,2.9,1.0446927374301676
"Estación de Atocha, Madrid","Valencia, España",DRIVE,05:00,2026-02-27,355.0,215.0,218.3,3.3,0.6149295774647887
"Estación de Chamartín, Madrid","Bilbao, España",DRIVE,03:00,2026-02-27,387.98,233.3,248.9,15.6,0.6415279138099902
"Estación de Atocha, Madrid","Valencia, España",DRIVE,04:00,2026-02-27,355.0,215.0,223.0,8.0,0.6281690140845071
"Tres Cantos, Madrid","Alcobendas, Madrid",DRIVE,02:00,2026-02-27,17.22,15.6,15.3,-0.3,0.8885017421602789
"Estación de Atocha, Madrid","Parla, Madrid",DRIVE,09:00,2026-02-27,24.36,29.1,27.2,-1.9,1.116584564860427
"Estación de Chamartín, Madrid",Valladolid,DRIVE,16:00,2026-02-27,208.61,133.7,139.8,6.1,0.6701500407458895
"Móstoles, Madrid","Fuenlabrada, Madrid",DRIVE,01:00,2026-02-27,9.98,18.0,14.4,-3.6,1.442885771543086
"Getafe, Madrid","Parla, Madrid",DRIVE,18:00,2026-02-27,10.84,15.5,18.5,3.0,1.7066420664206643
"Gran Vía, Madrid","Estadio Cívitas Metropolitano, Madrid",DRIVE,11:00,2026-02-27,10.39,12.8,12.7,-0.1,1.2223291626564003
"Getafe, Madrid","Leganés, Madrid",DRIVE,01:00,2026-02-27,4.77,12.6,8.9,-3.7,1.865828092243187
"Puerta del Sol, Madrid","Alcorcón, Madrid",DRIVE,12:00,2026-02-27,15.35,25.0,29.1,4.1,1.8957654723127038
"Estación de Chamartín, Madrid","Alcobendas, Madrid",DRIVE,14:00,2026-02-27,9.54,11.8,12.7,0.9,1.3312368972746331
"Estación de Atocha, Madrid","Valencia, España",DRIVE,14:00,2026-02-27,355.0,215.0,220.9,5.9,0.6222535211267606
"Nuevos Ministerios, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",DRIVE,23:00,2026-02-27,12.54,16.0,14.0,-2.0,1.1164274322169059
"Puerta del Sol, Madrid","Plaza de Castilla, Madrid",DRIVE,18:00,2026-02-27,12.59,26.6,26.4,-0.2,2.096902303415409
"Puerta del Sol, Madrid","Torrejón de Ardoz, Madrid",DRIVE,23:00,2026-02-27,30.81,36.5,31.7,-4.8,1.0288867250892568
"Puerta del Sol, Madrid","Estación de Chamartín, Madrid",DRIVE,11:00,2026-02-27,18.03,27.1,28.2,1.1,1.5640599001663893
"Estación de Chamartín, Madrid","Bilbao, España",DRIVE,20:00,2026-02-27,387.98,233.3,230.2,-3.1,0.5933295530697458
"Estación de Atocha, Madrid",Segovia,DRIVE,10:00,2026-02-27,99.76,74.5,72.6,-1.9,0.7277465918203688
"Estación de Atocha, Madrid","Zaragoza, España",DRIVE,03:00,2026-02-27,314.08,193.5,197.1,3.6,0.6275471217524198
"Móstoles, Madrid","Leganés, Madrid",DRIVE,02:00,2026-02-27,11.77,22.1,18.8,-3.3,1.5972812234494478
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,10:00,2026-02-27,613.8,366.8,353.5,-13.3,0.5759204952753341
"Estación de Atocha, Madrid",Toledo,DRIVE,06:00,2026-02-27,73.34,57.2,55.5,-1.7,0.7567493864194164
"Getafe, Madrid","Leganés, Madrid",DRIVE,19:00,2026-02-27,4.77,12.6,12.8,0.2,2.683438155136269
"Estación de Atocha, Madrid",Ciudad Real,DRIVE,11:00,2026-02-27,190.37,134.3,139.1,4.8,0.7306823554131427
"Estación de Atocha, Madrid","Málaga, España",DRIVE,07:00,2026-02-27,533.33,316.2,311.4,-4.8,0.5838786492415576
"Moncloa, Madrid","Las Rozas de Madrid, Madrid",DRIVE,10:00,2026-02-27,17.9,15.8,15.4,-0.4,0.8603351955307263
"Alcalá de Henares, Madrid","Torrejón de Ardoz, Madrid",DRIVE,02:00,2026-02-27,14.38,18.7,15.1,-3.6,1.0500695410292071
"Moncloa, Madrid","Villanueva de la Cañada, Madrid",DRIVE,08:00,2026-02-27,34.15,29.0,28.5,-0.5,0.8345534407027819
"Puerta del Sol, Madrid","Cuatro Caminos, Madrid",DRIVE,21:00,2026-02-27,6.51,21.9,20.9,-1.0,3.2104454685099846
"Gran Vía, Madrid","Estadio Santiago Bernabéu, Madrid",DRIVE,11:00,2026-02-27,4.2,11.9,12.3,0.4,2.928571428571429
"Estación de Atocha, Madrid","Parla, Madrid",DRIVE,02:00,2026-02-27,24.36,29.1,22.9,-6.2,0.9400656814449918
"Puerta del Sol, Madrid","Estación de Chamartín, Madrid",DRIVE,06:00,2026-02-27,18.03,27.1,27.1,0.0,1.5030504714364947
"Estación de Atocha, Madrid","Sevilla, España",DRIVE,22:00,2026-02-27,534.39,307.4,315.8,8.4,0.5909541720466327
"Moncloa, Madrid","Boadilla del Monte, Madrid",DRIVE,07:00,2026-02-27,20.84,19.4,19.4,0.0,0.9309021113243762
"Móstoles, Madrid","Leganés, Madrid",DRIVE,20:00,2026-02-27,11.77,22.1,21.0,-1.1,1.784197111299915
"Estación de Chamartín, Madrid","Tres Cantos, Madrid",DRIVE,20:00,2026-02-27,16.68,17.7,17.0,-0.7,1.0191846522781776
"Puerta del Sol, Madrid","Estación de Chamartín, Madrid",DRIVE,15:00,2026-02-27,18.03,27.1,27.5,0.4,1.5252357182473655
"Estación de Atocha, Madrid","Sevilla, España",DRIVE,03:00,2026-02-27,534.39,307.4,319.3,11.9,0.5975036958026909
"Estación de Chamartín, Madrid","Alcobendas, Madrid",DRIVE,23:00,2026-02-27,9.54,11.8,10.4,-1.4,1.0901467505241091
"Aranjuez, Madrid","Valdemoro, Madrid",DRIVE,06:00,2026-02-27,22.01,21.4,20.5,-0.9,0.9313948205361199
"Retiro, Madrid","Leganés, Madrid",DRIVE,06:00,2026-02-27,14.27,23.3,20.5,-2.8,1.4365802382620882
"Gran Vía, Madrid","Estadio Cívitas Metropolitano, Madrid",DRIVE,04:00,2026-02-27,10.39,12.8,9.8,-3.0,0.9432146294513956
"Estación de Atocha, Madrid","Zaragoza, España",DRIVE,12:00,2026-02-27,314.08,193.5,189.7,-3.8,0.6039862455425369
"Estación de Atocha, Madrid",Ávila,DRIVE,13:00,2026-02-27,117.1,82.4,80.4,-2.0,0.6865926558497012
"Puerta del Sol, Madrid","Estación de Chamartín, Madrid",DRIVE,20:00,2026-02-27,18.03,27.1,26.8,-0.3,1.4864115363283417
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",DRIVE,08:00,2026-02-27,20.96,25.8,26.8,1.0,1.2786259541984732
"Estación de Atocha, Madrid",Segovia,DRIVE,22:00,2026-02-27,99.76,74.5,69.3,-5.2,0.6946672012830793
"Estación de Atocha, Madrid","Valencia, España",DRIVE,02:00,2026-02-27,355.0,215.0,219.9,4.9,0.6194366197183099
"Aranjuez, Madrid","Valdemoro, Madrid",DRIVE,12:00,2026-02-27,22.01,21.4,21.6,0.2,0.9813721035892776
"Estación de Atocha, Madrid",Toledo,DRIVE,13:00,2026-02-27,73.34,57.2,64.2,7.0,0.8753749659121898
"Estación de Chamartín, Madrid","San Sebastián, España",DRIVE,17:00,2026-02-27,442.83,268.6,271.9,3.3,0.6140053745229546
"Moncloa, Madrid","Villanueva de la Cañada, Madrid",DRIVE,19:00,2026-02-27,34.15,29.0,29.0,0.0,0.849194729136164
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,01:00,2026-02-27,613.8,366.8,369.2,2.4,0.6014988595633757
"Estación de Atocha, Madrid",Ávila,DRIVE,08:00,2026-02-27,117.1,82.4,79.7,-2.7,0.6806148590947908
"Puerta del Sol, Madrid","Vallecas, Madrid",DRIVE,21:00,2026-02-27,18.78,22.6,21.8,-0.8,1.1608093716719914
"Estación de Atocha, Madrid","Sevilla, España",DRIVE,16:00,2026-02-27,534.39,307.4,304.1,-3.3,0.5690600497763806
"Retiro, Madrid","Leganés, Madrid",DRIVE,05:00,2026-02-27,14.27,23.3,18.3,-5.0,1.2824106517168887
"Estación de Atocha, Madrid","Málaga, España",DRIVE,18:00,2026-02-27,533.33,316.2,312.9,-3.3,0.5866911668197925
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",DRIVE,15:00,2026-02-27,20.96,25.8,26.0,0.2,1.2404580152671756
"Estación de Atocha, Madrid","Aranjuez, Madrid",DRIVE,20:00,2026-02-27,47.89,43.0,39.8,-3.2,0.8310712048444351
"Estación de Chamartín, Madrid","Bilbao, España",DRIVE,06:00,2026-02-27,387.98,233.3,234.0,0.7,0.6031238723645549
"Tres Cantos, Madrid","Alcobendas, Madrid",DRIVE,06:00,2026-02-27,17.22,15.6,15.8,0.2,0.9175377468060396
"Alcalá de Henares, Madrid","Torrejón de Ardoz, Madrid",DRIVE,01:00,2026-02-27,14.38,18.7,15.5,-3.2,1.0778859527121
"Estación de Atocha, Madrid","Zaragoza, España",DRIVE,23:00,2026-02-27,314.08,193.5,193.5,0.0,0.6160850738665309
"Estación de Atocha, Madrid","Parla, Madrid",DRIVE,06:00,2026-02-27,24.36,29.1,25.7,-3.4,1.055008210180624
"Estación de Atocha, Madrid","Sevilla, España",DRIVE,09:00,2026-02-27,534.39,307.4,306.1,-1.3,0.5728026347798425
"Nuevos Ministerios, Madrid","Estación de Atocha, Madrid",DRIVE,05:00,2026-02-27,5.83,17.7,13.4,-4.3,2.2984562607204118
"Estación de Chamartín, Madrid","San Sebastián, España",DRIVE,14:00,2026-02-27,442.83,268.6,267.3,-1.3,0.6036176410812276
"Estación de Atocha, Madrid","Zaragoza, España",DRIVE,04:00,2026-02-27,314.08,193.5,193.7,0.2,0.6167218543046358
"Puerta del Sol, Madrid","Leganés, Madrid",DRIVE,03:00,2026-02-27,13.68,24.1,17.9,-6.2,1.3084795321637426
"Moncloa, Madrid","Pozuelo de Alarcón, Madrid",DRIVE,15:00,2026-02-27,10.63,13.0,14.3,1.3,1.3452492944496708
"Estación de Atocha, Madrid","Zaragoza, España",DRIVE,19:00,2026-02-27,314.08,193.5,192.6,-0.9,0.6132195618950586
"Estación de Atocha, Madrid","Pinto, Madrid",DRIVE,12:00,2026-02-27,23.85,23.6,25.4,1.8,1.0649895178197064
"Estación de Atocha, Madrid",Ávila,DRIVE,21:00,2026-02-27,117.1,82.4,77.9,-4.5,0.6652433817250214
"Estación de Atocha, Madrid","Sevilla, España",DRIVE,04:00,2026-02-27,534.39,307.4,312.4,5.0,0.5845917775407473
"Retiro, Madrid","Getafe, Madrid",DRIVE,18:00,2026-02-27,14.99,25.4,26.3,0.9,1.7545030020013344
"Estación de Atocha, Madrid",Córdoba,DRIVE,08:00,2026-02-27,392.87,238.5,231.1,-7.4,0.5882352941176471
"Puerta del Sol, Madrid","Coslada, Madrid",DRIVE,08:00,2026-02-27,20.72,28.7,28.9,0.2,1.3947876447876448
"Tres Cantos, Madrid","Alcobendas, Madrid",DRIVE,23:00,2026-02-27,17.22,15.6,15.1,-0.5,0.8768873403019745
"Gran Vía, Madrid","Estadio Santiago Bernabéu, Madrid",DRIVE,16:00,2026-02-27,4.2,11.9,12.2,0.3,2.9047619047619047
"Estación de Atocha, Madrid",Toledo,DRIVE,04:00,2026-02-27,73.34,57.2,50.6,-6.6,0.6899372784292337
"Retiro, Madrid","Leganés, Madrid",DRIVE,18:00,2026-02-27,14.27,23.3,26.0,2.7,1.8220042046250877
"Estación de Atocha, Madrid","Zaragoza, España",DRIVE,21:00,2026-02-27,314.08,193.5,196.9,3.4,0.6269103413143149
"Puerta del Sol, Madrid","Cuatro Caminos, Madrid",DRIVE,16:00,2026-02-27,6.51,21.9,22.9,1.0,3.517665130568356
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",DRIVE,19:00,2026-02-27,20.96,25.8,27.0,1.2,1.2881679389312977
"Estación de Chamartín, Madrid",Valladolid,DRIVE,18:00,2026-02-27,208.61,133.7,138.4,4.7,0.6634389530703226
"Estación de Chamartín, Madrid","Tres Cantos, Madrid",DRIVE,06:00,2026-02-27,16.68,17.7,17.2,-0.5,1.0311750599520384
"Getafe, Madrid","Leganés, Madrid",DRIVE,04:00,2026-02-27,4.77,12.6,9.3,-3.3,1.9496855345911952
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,07:00,2026-02-27,613.8,366.8,360.4,-6.4,0.5871619420006516
"Estación de Chamartín, Madrid",Burgos,DRIVE,12:00,2026-02-27,234.65,140.0,137.0,-3.0,0.5838482846793096
"Móstoles, Madrid","Fuenlabrada, Madrid",DRIVE,03:00,2026-02-27,9.98,18.0,14.3,-3.7,1.4328657314629258
"Puerta del Sol, Madrid","Vallecas, Madrid",DRIVE,08:00,2026-02-27,18.78,22.6,22.4,-0.2,1.1927582534611287
"Estación de Atocha, Madrid","Zaragoza, España",DRIVE,13:00,2026-02-27,314.08,193.5,197.2,3.7,0.6278655119714722
"Puerta del Sol, Madrid","Getafe, Madrid",DRIVE,10:00,2026-02-27,14.4,26.2,26.3,0.1,1.8263888888888888
"Estación de Chamartín, Madrid","Bilbao, España",DRIVE,22:00,2026-02-27,387.98,233.3,245.0,11.7,0.631475849270581
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,12:00,2026-02-27,613.8,366.8,356.4,-10.4,0.5806451612903226
"Estación de Chamartín, Madrid",Burgos,DRIVE,02:00,2026-02-27,234.65,140.0,146.3,6.3,0.6234817813765182
"Aranjuez, Madrid","Ocaña, Toledo",DRIVE,15:00,2026-02-27,16.03,17.0,16.2,-0.8,1.0106051154086086
"Puerta del Sol, Madrid","Leganés, Madrid",DRIVE,01:00,2026-02-27,13.68,24.1,18.4,-5.7,1.3450292397660817
"Estación de Chamartín, Madrid","Alcobendas, Madrid",DRIVE,05:00,2026-02-27,9.54,11.8,10.5,-1.3,1.1006289308176103
"Estación de Atocha, Madrid",Segovia,DRIVE,16:00,2026-02-27,99.76,74.5,76.6,2.1,0.7678428227746591
"Puerta del Sol, Madrid","Coslada, Madrid",DRIVE,06:00,2026-02-27,20.72,28.7,28.4,-0.3,1.3706563706563706
"Puerta del Sol, Madrid","Getafe, Madrid",DRIVE,16:00,2026-02-27,14.4,26.2,26.8,0.6,1.8611111111111112
"Móstoles, Madrid","Leganés, Madrid",DRIVE,18:00,2026-02-27,11.77,22.1,23.3,1.2,1.9796091758708583
"Puerta del Sol, Madrid","Plaza de Castilla, Madrid",DRIVE,11:00,2026-02-27,12.59,26.6,26.6,0.0,2.112787926926132
"Retiro, Madrid","Leganés, Madrid",DRIVE,16:00,2026-02-27,14.27,23.3,25.2,1.9,1.7659425367904695
"Estación de Atocha, Madrid","Móstoles, Madrid",DRIVE,08:00,2026-02-27,25.18,30.6,29.4,-1.2,1.1675933280381254
"Puerta del Sol, Madrid","Leganés, Madrid",DRIVE,02:00,2026-02-27,13.68,24.1,18.1,-6.0,1.3230994152046784
"Estación de Chamartín, Madrid","San Sebastián, España",DRIVE,11:00,2026-02-27,442.83,268.6,260.6,-8.0,0.58848768150306
"Moncloa, Madrid","Villanueva de la Cañada, Madrid",DRIVE,04:00,2026-02-27,34.15,29.0,28.1,-0.9,0.8228404099560762
"Estación de Atocha, Madrid","Parla, Madrid",DRIVE,05:00,2026-02-27,24.36,29.1,23.6,-5.5,0.9688013136288999
"Estación de Chamartín, Madrid","Colmenar Viejo, Madrid",DRIVE,11:00,2026-02-27,26.62,27.8,27.3,-0.5,1.0255447032306537
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,20:00,2026-02-27,613.8,366.8,374.4,7.6,0.6099706744868035
"Puerta del Sol, Madrid","Leganés, Madrid",DRIVE,08:00,2026-02-27,13.68,24.1,23.9,-0.2,1.7470760233918128
"Móstoles, Madrid","Leganés, Madrid",DRIVE,11:00,2026-02-27,11.77,22.1,21.7,-0.4,1.8436703483432455
"Estación de Atocha, Madrid",Segovia,DRIVE,09:00,2026-02-27,99.76,74.5,72.1,-2.4,0.7227345629510825
"Estación de Chamartín, Madrid","Bilbao, España",DRIVE,07:00,2026-02-27,387.98,233.3,229.5,-3.8,0.5915253363575442
"Estación de Chamartín, Madrid","Alcobendas, Madrid",DRIVE,08:00,2026-02-27,9.54,11.8,11.8,0.0,1.236897274633124
"Retiro, Madrid","Leganés, Madrid",DRIVE,23:00,2026-02-27,14.27,23.3,19.1,-4.2,1.3384723195515067
"Estación de Atocha, Madrid","San Sebastián de los Reyes, Madrid",DRIVE,14:00,2026-02-27,25.2,27.3,29.3,2.0,1.1626984126984128
"Móstoles, Madrid","Leganés, Madrid",DRIVE,09:00,2026-02-27,11.77,22.1,21.4,-0.7,1.8181818181818181
"Nuevos Ministerios, Madrid","Estación de Atocha, Madrid",DRIVE,01:00,2026-02-27,5.83,17.7,12.1,-5.6,2.0754716981132075
"Puerta del Sol, Madrid","Coslada, Madrid",DRIVE,13:00,2026-02-27,20.72,28.7,31.6,2.9,1.5250965250965252
"Estación de Atocha, Madrid",Ciudad Real,DRIVE,07:00,2026-02-27,190.37,134.3,136.2,1.9,0.715448862740978
"Retiro, Madrid","Ciudad Universitaria, Madrid",DRIVE,17:00,2026-02-27,8.78,22.4,22.5,0.1,2.562642369020501
"Aranjuez, Madrid","Valdemoro, Madrid",DRIVE,01:00,2026-02-27,22.01,21.4,20.8,-0.6,0.9450249886415265
"Estación de Atocha, Madrid","Alcalá de Henares, Madrid",DRIVE,13:00,2026-02-27,33.74,31.6,36.2,4.6,1.072910491997629
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,08:00,2026-02-27,613.8,366.8,357.5,-9.3,0.5824372759856631
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,18:00,2026-02-27,613.8,366.8,360.1,-6.7,0.5866731834473771
"Puerta del Sol, Madrid","Getafe, Madrid",DRIVE,06:00,2026-02-27,14.4,26.2,22.4,-3.8,1.5555555555555554
"Estación de Atocha, Madrid","Málaga, España",DRIVE,16:00,2026-02-27,533.33,316.2,317.2,1.0,0.5947537172107324
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",DRIVE,13:00,2026-02-27,20.96,25.8,29.2,3.4,1.3931297709923662
"Nuevos Ministerios, Madrid","Estación de Atocha, Madrid",DRIVE,14:00,2026-02-27,5.83,17.7,23.5,5.8,4.030874785591767
"Getafe, Madrid","Leganés, Madrid",DRIVE,05:00,2026-02-27,4.77,12.6,9.5,-3.1,1.9916142557651992
"Estación de Chamartín, Madrid","Alcobendas, Madrid",DRIVE,15:00,2026-02-27,9.54,11.8,12.4,0.6,1.2997903563941302
"Estación de Atocha, Madrid",Córdoba,DRIVE,12:00,2026-02-27,392.87,238.5,233.8,-4.7,0.5951077964721155
"Móstoles, Madrid","Leganés, Madrid",DRIVE,06:00,2026-02-27,11.77,22.1,19.9,-2.2,1.6907391673746814
"Moncloa, Madrid","Majadahonda, Madrid",DRIVE,14:00,2026-02-27,18.27,16.4,22.2,5.8,1.2151067323481117
"Estación de Atocha, Madrid","Móstoles, Madrid",DRIVE,22:00,2026-02-27,25.18,30.6,25.1,-5.5,0.9968228752978555
"Nuevos Ministerios, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",DRIVE,07:00,2026-02-27,12.54,16.0,16.5,0.5,1.3157894736842106
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",DRIVE,11:00,2026-02-27,20.96,25.8,27.8,2.0,1.3263358778625953
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,17:00,2026-02-27,613.8,366.8,359.3,-7.5,0.5853698273053113
"Moncloa, Madrid","Boadilla del Monte, Madrid",DRIVE,13:00,2026-02-27,20.84,19.4,20.6,1.2,0.9884836852207295
"Gran Vía, Madrid","Estadio Cívitas Metropolitano, Madrid",DRIVE,20:00,2026-02-27,10.39,12.8,12.8,0.0,1.231953801732435
"Estación de Chamartín, Madrid",Valladolid,DRIVE,15:00,2026-02-27,208.61,133.7,139.6,5.9,0.6691913139350941
"Estación de Atocha, Madrid","Fuenlabrada, Madrid",DRIVE,18:00,2026-02-27,22.96,27.1,28.2,1.1,1.2282229965156795
"Moncloa, Madrid","Boadilla del Monte, Madrid",DRIVE,16:00,2026-02-27,20.84,19.4,21.5,2.1,1.0316698656429943
"Puerta del Sol, Madrid","Alcorcón, Madrid",DRIVE,19:00,2026-02-27,15.35,25.0,27.4,2.4,1.785016286644951
